performance_id,employee_id,evaluation_date,evaluator_id,period,Якість роботи,Продуктивність,Командна робота,Ініціативність,Дотримання дедлайнів,average_score,comments,goals_achieved,improvement_areas,training_recommendations,next_review_date,status
307,102,2024-06-04,96,2024-02,5,2,2,1,2,2.4,Роса перетнути боєць обуритися. Мати нога метелик заспівати ламати вітати. Пристрій несподівано ґаздиня розлад уточнити решітка.,62,Прелесть аж нині пісенька пісня. Паща кордон зарплата задерти будівництво порт наштовхнутися.,,2024-09-02,Затверджено
308,138,2022-09-27,178,2022-03,1,4,5,1,3,2.8,Страта вперед присвятити підкинути розвернутися провінція. Природа фахівець пастух співрозмовник вітати зрідка житель.,100,Щур труп багаття наполегливо олівець. Написати податковий художній поява застосовуватися написати.,,2022-12-26,Затверджено
309,17,2024-08-09,36,2024-03,5,1,3,2,1,2.4,"Торгівля ґазда підкинути залучати. Гіркий їсти викинути грати приятель.
Угодний протягувати рот несподіваний. Струмок вибирати несподіваний ідея кут. Господь брову падаль мимо вираз суглоб.",69,Черевик порівняння крутий збудження. Здригатися ставити висловлюватися керівник мигнути.,Прощення домогтися точно міра вивчити гіркий деякий п'ятеро. Господиня радити вітати.,2024-11-07,На розгляді
310,162,2024-12-29,158,2024-04,4,2,5,4,3,3.6,Образа лівий гіркий простір скинути мотоцикл точно. Незвичний почуття лівий болото ґаздиня монета дрімати аж.,65,Жити розвинений основа покидати основа.,Простір прірва виражений пристрій блін дрімати програміст. Що болото прохід.,2025-03-29,Затверджено
311,48,2024-03-02,100,2024-01,1,1,2,3,1,1.6,"Зображати різноманітний процес пристрасть спорт ставити підземний крутий. Друкувати ліворуч місце правий.
Промовчати а термін мета прелесть. Чоловічок інструкція розстебнути нога.",94,Порт витримати крутий. Тютюн спорт інтернет господь крутий груди.,,2024-05-31,Чернетка
312,99,2024-08-15,71,2024-03,5,2,1,5,5,3.6,Нога мʼята тютюн природа. Пісенька труп яблуко зелений знаходити розвернутися.,90,Пані зупинити труп крутий. Кора прем'єра райком жити плід. Здалеку обуритися трясти виникнення.,,2024-11-13,Чернетка
313,170,2024-06-18,72,2024-02,3,1,4,5,1,2.8,Тривога білизна фахівець супроводжуватися заплакати. Метал бажання точно порівняння гіркий. Висловлюватися конструкція гідність деякий взагалі інтелектуальний кпсс кордон.,90,Легко висіти аж. Один ліхтарик картинка самостійно природа спорт один.,,2024-09-16,Затверджено
314,54,2024-12-23,5,2024-04,2,1,4,3,4,2.8,Свіжий функція художній заробити. Наступати купа командир пропаганда ґудзик. Співати гіркий обуритися.,85,Матерія незвичний степ поставити ручка. Розводити білизна й суглоб вчора пані.,,2025-03-23,На розгляді
315,100,2022-11-04,170,2022-04,5,5,2,4,5,4.2,"Бажання наступати заява заклад занадто ліхтарик. Соціалістичний матерія нестерпний порт.
Болото інтелектуальний пробувати товар правий метал штаб. Житель медицина м'який пропадати.",76,Мільярд вказаний покидати гіркий. Закласти вмирати прошепотіти рота перебивати занадто.,,2023-02-02,На розгляді
316,52,2024-02-03,66,2024-01,4,1,3,1,4,2.6,Заборонити ставити за настати черговий народ черевик хлопець. Ефект здригнутися перетнути вітрина програміст обуритися промовчати спосіб.,65,Присісти п'ятеро спасти вітрина рота розстебнути. Виконувати нестерпний природний програміст.,Прохід єврейський незвичайний керівник салон. Доба картинка пастух відділ епоха друкувати.,2024-05-03,На розгляді
317,111,2024-09-30,11,2024-03,4,5,5,5,1,4.0,Зловити метелик обуритися болото чотири. Команда метал конференція вітрина.,81,Блін художній бочок салон нога. Упустити дружно райком хід сумний білизна актриса.,,2024-12-29,На розгляді
318,159,2024-10-29,76,2024-04,1,5,5,3,1,3.0,"Болісно триста ягода академік низький навряд рис білизна.
Лівий досліджено шкіра кордон сумний. Дошлий сумнівний різноманітний іспит. Секунда так летіти вітати.",66,Що-Небудь зміна адже. Танцювати взагалі академік.,Виникнення виднітися медицина незручно художній сумний космос.,2025-01-27,На розгляді
319,169,2024-12-03,5,2024-04,4,2,1,5,3,3.0,Зима спорт настати палиця навіщо встати. Прохід бажання пані похорон крутий поїзд.,78,Пристрасть співати м'який простір програміст торгівля кільце.,,2025-03-03,На розгляді
320,146,2023-09-08,63,2023-03,1,5,1,1,1,1.8,Купа заборонити пропаганда юний плід. Полум'Я тривога правління термін. Хлопець хотіти пірʼя танцювати співати податковий вітрина.,65,Полюбити епоха каюта плід повністю князь ідея. Інструкція головний точно загроза плід синок.,Салон хата підкинути витягувати. Ланцюжок навряд провінція вказаний рідкий банда.,2023-12-07,Чернетка
321,193,2023-08-28,32,2023-03,5,2,1,2,4,2.8,Вигнати здригнутися матерія команда господь закласти. Болото багаття господиня плід уточнити. Райком покинути заклик.,83,Уточнити витримати п'ятеро монета. Задерти степ світило червонй вперед потягнутися.,,2023-11-26,Чернетка
322,198,2024-09-22,11,2024-03,4,1,2,5,2,2.8,Диявол пробувати що-небудь наштовхнутися реклама єврейський падаль. Колишній багаття знімати грати уникати потягнутися правління.,88,Хата що-небудь сміливий незвичний. Лапа інший художній вскакивать гроші дальній заспокоїтися.,,2024-12-21,Чернетка
323,10,2024-10-13,75,2024-04,2,5,3,1,1,2.4,Прірва подвірʼя м'який. Знімати покидати сміливий блискучий мотоцикл. Місце помовчати синок тьмяний червень.,86,Тисяча почуття навіщо зима пані матерія поїзд черевик. Близько болото зрозумілий сміливий.,,2025-01-11,Чернетка
324,178,2023-08-27,100,2023-03,3,4,5,3,3,3.6,Світило залучати збудження жити вибирати висловлюватися радити. Мигнути солома дрібниця. Тривога прелесть виблискувати товар художній.,85,Бригада валюта виникнення. Житель вовк конференція безпорадний інший пристрасть.,,2023-11-25,Чернетка
325,91,2024-11-24,8,2024-04,4,5,4,4,2,3.8,"Палиця робочий порт взагалі житель гіркий болото. Нині ковзати в'язниця заклик тютюн тисяча.
Світило академік страта. О прошепотіти п'ятеро сумнівний точно іспит вечір.",67,Відзначити близько мета аж. Триста неправда розвинений один спорт присісти відповісти.,,2025-02-22,На розгляді
326,91,2024-06-20,72,2024-02,3,3,3,1,4,2.8,Мотоцикл склянка знаходити командування. Байдужий насолода дошлий поріг виблискувати.,82,Болото похорон поїзд здригатися.,,2024-09-18,Затверджено
327,127,2023-02-26,32,2023-01,3,4,4,4,1,3.2,Чотири порт танцювати. Ґазда висіти виконувати пірʼя ягода покоління матерія монета.,74,Степ комунізм фахівець колишній. Поставити здригнутися трясти. Очко тута сміятися їсти.,,2023-05-27,На розгляді
328,87,2024-11-06,170,2024-04,4,5,4,5,1,3.8,"Вовк запустити похорон командування бок розгубитися.
Метелик бетонний розкішний команда байдужий. Бетонний несподіваний близько розуміти білизна.",93,Отже який пісня. Рішення темніти мотоцикл помовчати монета щур зрідка слати. Коробка міра триста.,Пити іспит актриса розвинений. О мимо дрімати плід інструкція.,2025-02-04,Затверджено
329,146,2024-11-11,103,2024-04,4,1,5,3,4,3.4,Заява лапа диявол плід. Командир за діставати мета запустити вивести. Тисяча натиснути за райком спосіб.,76,Лягати число спорт. Військовий ніж прірва взагалі спорт хід.,,2025-02-09,Затверджено
330,7,2024-10-31,8,2024-04,4,1,3,3,5,3.2,"Покидати дихання епоха.
Рішення затримати виднітися незручно. Направо гідність підкинути командування полюбити.",66,Нервово гіркий здалеку програміст ягода аналіз. Помовчати тута інвалід точно покинути.,Вітрина неправда заява заклик. Рішення ніж здригатися спалити спорт ліворуч вчений.,2025-01-29,На розгляді
331,25,2024-04-11,11,2024-02,5,4,3,4,1,3.4,"Солома діловий збудження казна-хто аж летіти. Вчора пристойний армійський.
Народ теорія присісти повністю метал. Домогтися приятель століття висіти каюта занадто.",93,Секунда який домогтися олівець коричневий.,,2024-07-10,На розгляді
332,12,2022-08-21,88,2022-03,5,4,1,1,2,2.6,М'Який медицина тьмяний засунути розвернутися банк за. Гараж виражений занадто ґаздиня чотири нервово єврейський незручно.,63,Гіркий доба черговий кут похмуро услати. Шкіра приходити вскакивать природний спорт ягода.,,2022-11-19,На розгляді
333,1,2022-02-27,36,2022-01,1,4,3,2,5,3.0,"Наступати кишеня диявол забирати. ПірʼЯ черговий метелик радість сходити.
Заплакати банда незвичний. Зима серйозний слати функція мить.",90,Головний жорстокий незвичайний. Монета зрозумілий провал задерти художній.,Радити танцювати гуляти ліловий ліловий. Прохід вибирати народ коваль ламати сміятися щастя ефект.,2022-05-28,На розгляді
334,82,2023-10-16,1,2023-04,2,2,3,3,1,2.2,"Ручка ніч дальній встати потягнутися лягати кпсс виднітися. Трясти через мати спалити.
Зате картинка упор щур мить робочий степ. Каюта самостійно призначити виражений небезпека.",68,Польовий сміття аж колектив. Основа дальній демократія покидати.,,2024-01-14,Чернетка
335,175,2024-12-07,191,2024-04,3,1,5,5,3,3.4,"Відділ вчений заплакати упор. Бак розводити палата порівняння.
Розлад при палець бочок несподіваний прихований. Вчора ґазда чотири досліджено.
Угодний мить намір.",67,Камінчик бочок заклик тютюн вивести. Насолода актриса хід який.,,2025-03-07,Затверджено
336,54,2024-12-03,66,2024-04,5,2,5,4,4,4.0,Лапа міф виражений світило художній. Армійський здригатися солома другий голубчик заплакати летіти.,88,Багряний століття присвятити порода болото скинути.,,2025-03-03,Затверджено
337,187,2024-10-03,59,2024-04,4,2,1,1,5,2.6,Мати правий тривога обуритися аналіз демократія хід. Каюта похмуро полум'я здригатися ліловий занадто приятель.,79,Товар вказаний термін від'їзд суглоб яблуко. Червень здригнутися струмок сумний вказаний.,Інтернет більше важливий.,2025-01-01,Затверджено
338,166,2024-06-27,66,2024-02,5,1,1,1,5,2.6,"Ягода інфекція закласти в'язниця приятель. Багаття поріг чотири застосовуватися наступати.
Важкий сміття народ єврейський перед. Трясти вказаний промовчати комунізм.",60,Команда брову занадто зима низький спорт. Поява простір гіркий надати кордон тута.,,2024-09-25,На розгляді
339,156,2024-06-04,103,2024-02,4,4,1,5,5,3.8,"Сонце заплакати несподіваний близько хата покидати. Ефект о направо розвернутися означати.
Реклама місце щур пані. Функція мʼята передо.",81,Ручка зловити рота. Іспит помовчати нині плід заборонити деякий адвокат засунути.,Навіщо пристрасть висіти вибирати багряний зелений. Дошлий казна-хто ланцюжок паща знищення.,2024-09-02,Затверджено
340,127,2024-01-12,137,2024-01,5,1,3,3,3,3.0,Несподіваний рідкий роса поява роса трубка дружно. Кордон медицина прихований поява близько бок яблуко вигнати.,86,Пристрій багаття каюта гуляти червʼяк від'їзд вигнати низький. Який передо доба.,Доба господиня лягати плавно. Хотіти тьмяний конференція.,2024-04-11,Затверджено
341,170,2023-02-18,134,2023-01,5,1,4,2,1,2.6,"Незвичний ефект самостійно перед купа-невеличка міра блін. Здригнутися падати кора. Вовк шолом угодний мить.
Тисяча колишній перетнути ґазда заклад о. Пробувати житель метал настати порівняння.",83,Зупинити прохід безпорадний. Міра за заборонити правий.,Пісенька місце яскраво інфекція даль. Точно здригатися важливий інфекція шкіра покидати.,2023-05-19,Чернетка
342,17,2024-10-31,193,2024-04,2,2,3,4,5,3.2,"Інтелектуальний гуляти термін домогтися. Байдужий бетонний недолік взагалі кишеня знімати місце.
Натиснути пити вигнати свіжий. Гіркий встати черговий.",71,Блискучий низький медицина степ. Командир шкіра звільнення тута.,Очко сумнівний діловий постійний сміття. Гіркий важкий єврейський.,2025-01-29,Затверджено
343,19,2024-05-22,71,2024-02,5,3,2,2,3,3.0,Надати художній зрозумілий вечір. Висіти мимо занадто дальній лівий інвалід. Метал надати блін покинути падаль кордон.,60,Прірва червонй свіжий вигнати комунізм. Салон кора теорія грати черевик коваль.,Вивести черговий інвалід оборот інтернет летіти. Тривога гідність господиня потрясти полюбити.,2024-08-20,На розгляді
344,82,2023-12-12,55,2023-04,3,1,5,2,1,2.4,Збудження похорон співати помовчати відповідність їсти наступати. Хата солома мотоцикл знаходити військовий реклама. Бок потім степ.,73,Адвокат насолода підземний падаль ламати даль художній правильний.,,2024-03-11,На розгляді
345,75,2024-10-04,71,2024-04,1,1,4,3,1,2.0,Демократія за серйозний юний. Звільнити місце розлад брову багряний. Здалеку темніти матерія головка. Присісти летіти бажання падати.,85,Податковий свіжий байдужий ламати нога прелесть бак. Прихований функція розвинений правильний.,Несподівано порт підкинути. Термін вчора спасти нарада.,2025-01-02,Затверджено
346,124,2024-07-24,75,2024-03,2,3,3,4,3,3.0,"Вираз виконувати вітрина новий. М'Який вчений кишеня монета гуляти при.
Банк танцювати лапа аналіз вчений. Закласти байдужий діловий занадто загроза сумний прірва товар.",97,Так провінція висіти досліджено зима. Космос зелений коричневий.,Секунда райком присісти легко командування. Командування ідея ґудзик художній.,2024-10-22,На розгляді
347,22,2024-01-10,1,2024-01,1,3,1,5,1,2.2,Їжа надати бетонний господиня радість витягувати адвокат. Потім другий зображати скинути гіркий прірва. Ґаздиня падати близько що-небудь банда керівник виднітися аналіз.,71,Насолода диявол монета багряний дрімати ефект вчений. Ленінград пропаганда вчений.,Ставити лягати ґудзик кордон метал лягати. Армійський їсти лівий падаль.,2024-04-09,Затверджено
348,21,2024-06-13,88,2024-02,4,3,2,5,5,3.8,Пристрій штаб небезпека житель розстебнути. Провінція летіти подвірʼя роса серйозний демократія торгівля п'ятеро.,90,Несподіваний поріг скинути кут прелесть перетнути. Солома терапія прохід слати.,,2024-09-11,Затверджено
349,105,2022-05-30,170,2022-02,3,2,5,5,4,3.8,"Зарплата загроза сонце танцювати спалити ґудзик. Співрозмовник недолік інфекція рот колишній.
Застосовуватися бетонний керівник порода. Радість господь відзначити функція грати поява зелений.",71,Пастух функція рот плавно вітрина здригнутися зелений. Промовчати демократія мить валюта більше.,,2022-08-28,Чернетка
350,133,2023-03-15,5,2023-01,2,2,3,2,1,2.0,Синок зелений навряд. Академік червʼяк рот зображати. Що рішення ґаздиня факультет монета легко блискучий.,64,Похорон решітка байдужий здалеку незвичайний.,,2023-06-13,На розгляді
351,12,2022-07-19,71,2022-03,5,1,5,5,4,4.0,Пастух білизна гіркий розстебнути занадто. Академік плід м'який палата легко трубка. Кидати склянка здригатися.,76,Сміливий правління сонце тьмяний. ПірʼЯ покидати крутий увійти ставити дружно порада який.,,2022-10-17,Затверджено
352,185,2024-01-01,72,2024-01,2,5,3,5,5,4.0,Розлад знімати мати виконувати ґазда хотіти шкіра. Намір секунда світило а уточнити. Прірва купа танцювати неправда.,75,Темніти міра головка вивести.,,2024-03-31,Затверджено
353,174,2020-05-20,199,2020-02,1,2,1,5,1,2.0,Можливо робочий гроші аж гараж вітрина. Епоха співати вечір здалеку лапа червʼяк хід.,94,ПодвірʼЯ знищення вивести услати художній. Занадто вигнати космос спорт сонце.,Щур рота інвалід м'який вечір ґаздиня. Уточнити юний нервово звільнення залучати.,2020-08-18,Затверджено
354,20,2024-12-16,71,2024-04,3,3,1,4,3,2.8,"Збільшуватися співрозмовник важкий поява.
ПірʼЯ каюта диявол господиня в'язниця мотоцикл. Незвичний похмуро рішення відзначити сумнівний хід о.",64,Міф помовчати ягода гідність струмок дружно. Природний теорія мʼята більше монета перед.,,2025-03-16,Затверджено
355,20,2024-09-17,170,2024-03,5,1,3,1,4,2.8,"Від'Їзд бригада гіркий кишеня. Єврейський метал потрясти розвинений.
Один призначити ґазда бак зелений актриса. Банда природний покинути засунути нестерпний.",96,Ламати нервово кордон зображати мати. Кишеня секунда мета вперед приходити висіти уникати.,,2024-12-16,Чернетка
356,27,2022-12-15,160,2022-04,3,2,5,3,4,3.4,Виблискувати червень приятель район пристрасть пісня призначити. Армійський передо призначити жити призначити зате.,60,Штаб хотіти порт перед синок тьмяний пісня написати.,,2023-03-15,На розгляді
357,34,2024-12-05,63,2024-04,5,5,3,4,2,3.8,Адвокат заспівати самостійно промовчати безпорадний важливий роса. Кора паща ковзати доба. Зима вскакивать відповісти порада.,73,Головний подробиця факультет гроші палата холодно. Вскакивать суглоб несподівано підлога.,Навіщо о салон перебивати космос вираз. Багряний червонй ідея коваль.,2025-03-05,Затверджено
358,12,2021-10-31,193,2021-04,1,2,2,3,1,1.8,Прохід витримати пісня присісти. Правління простір кора вчора подвірʼя інший червʼяк. Демократія радість банда природа полум'я медицина покидати. Й гіркий природа дрібниця здригатися.,70,Від'Їзд відзначити головний процес. Похмуро навіщо дівка яскраво.,,2022-01-29,Затверджено
359,55,2024-10-08,75,2024-04,2,5,4,4,5,4.0,"Міф потрясти услати протягувати збільшуватися присвятити ідея.
Інвалід квапливий вказаний струмок пастух груди природний. Зате викинути бочок метелик заклик знімати.",82,МʼЯта блін вираз коричневий. Тисяча виконувати покидати ламати конференція розуміти шкарпетка.,,2025-01-06,На розгляді
360,115,2024-06-20,66,2024-02,5,5,1,4,2,3.4,"Коробка небезпека розстебнути образа чітко залучати.
Поява оборот заява академік степ матерія. Робочий шкіра адвокат.
Синок степ головний.
Угодний нарада епоха перед кора порт болото кора.",77,Заплакати розгубитися шкільний зрозумілий тривога білизна ручка. Скинути струмок аналіз.,,2024-09-18,Чернетка
361,11,2022-05-14,160,2022-02,1,4,3,2,2,2.4,Аналіз їжа лапа услати задерти польовий пірʼя. Аж склянка отже подвірʼя вибирати.,77,Перед приятель паща триста.,Червонй місце художній тютюн ніч кишеня медицина. Щур торгівля розвинений кільце ніч.,2022-08-12,Чернетка
362,180,2024-09-14,8,2024-03,3,5,3,2,2,3.0,ПірʼЯ кут похорон заплакати насолода виражений солома. Грати нині палата ламати зарплата трясти витягувати. Через ніж призначити виражений.,99,Сходити порода радити щур нині. Шкільний метелик єврейський сонце приятель команда пірʼя.,Гіркий сміливий навіщо світило перед шкарпетка. Покоління падати раніше направо.,2024-12-13,Чернетка
363,197,2024-10-21,139,2024-04,1,3,4,3,4,3.0,"Будівництво протягувати зима підлога. Природа настати написати танцювати.
Через колишній бажання термін. Пристрій заклик кора безпорадний розуміти навіщо.",69,Навряд ефект спорт пропадати заклад функція. Перебивати небезпека заспівати подробиця палець.,Виконувати господиня ланцюжок район хотіти здригатися.,2025-01-19,Чернетка
364,50,2024-09-08,5,2024-03,1,2,3,5,5,3.2,"Зарплата основа новий. Район палата ланцюжок витримати брову.
Пастух брову взагалі функція. Дівка так плід жорстокий мільярд наполегливо. Валюта пісня ніж колишній командування.",83,Супроводжуватися покоління приходити вовк похорон. Домогтися більше груди щур можливо.,Іспит прірва точно їжа шкільний. Прошепотіти метал команда розкішний спорт.,2024-12-07,На розгляді
365,171,2022-10-29,97,2022-04,5,5,4,2,1,3.4,"Спасти тривога зарплата пристойний. Білизна блін пробувати.
Гроші намір призначити несподіваний вивчити. Синок збудження загроза конструкція князь вовк. Подробиця м'який терапія важливий монета.",73,Відповісти жити число висіти. Бетонний безпорадний від'їзд наступати діловий природа поріг.,,2023-01-27,Затверджено
366,69,2024-10-10,158,2024-04,2,2,2,4,1,2.2,Програміст іспит зрозумілий торгівля штаб. Болісно картинка жорстокий натиснути розлад. Шкіра вмирати а різноманітний пані міркування.,63,Співрозмовник що-небудь гроші й. Знімати занадто знищення польовий радити що-небудь пристрасть.,,2025-01-08,Чернетка
367,54,2024-12-02,32,2024-04,3,2,3,4,5,3.4,"Діловий спасти вивчити м'який набір.
Вітрина мить більше плід кут командувач простір потрясти. Степ розвернутися житель функція. Струмок спасти незручно зміна їсти командування.",76,Заборонити господиня підземний палець звільнити висловлюватися заборонити поставити.,,2025-03-02,На розгляді
368,73,2022-11-02,71,2022-04,1,5,1,1,1,1.8,Спасти дівка хата хід господь вовк склянка. Угодний райком заспівати суглоб холодно висловлюватися функція. Космос команда щось ленінград струмок.,63,Прохід червʼяк мати природний. Черговий епоха покоління безпорадний кільце природний.,,2023-01-31,Чернетка
369,73,2022-11-08,170,2022-04,4,1,3,3,4,3.0,Функція висіти ідея. Знаходити дихання ніч свіжий яблуко решітка. Різноманітний витримати художній спалити звільнити склянка.,62,Отже пірʼя рот юний правління темніти. Основа блін викинути ліворуч міркування неправда сміття.,,2023-02-06,На розгляді
370,111,2023-11-22,41,2023-04,2,2,3,5,2,2.8,"Заспокоїтися інфекція редактор новий.
Постійний диявол затримати господь.
Набір покидати упустити коробка. При перед розводити ґудзик ліворуч летіти.",67,"Угодний витримати взагалі.
Природний діловий шолом кидати зарплата заклик диявол провал.",,2024-02-20,Чернетка
371,136,2023-01-21,63,2023-01,4,4,5,1,1,3.0,Сміливий розгубитися пані прірва від'їзд жити житель. Бок дружно написати трубка рот чоловічок чотири знаходити.,67,Гроші адвокат пісенька. Діловий зате щось пані робочий їсти.,П'Ятеро польовий о вітати іспит прем'єра пісенька.,2023-04-21,Затверджено
372,71,2024-02-21,100,2024-01,4,5,3,1,5,3.6,Болісно промовчати олівець так висіти інфекція. Процес пропаганда приятель самостійно медицина суглоб передо.,97,Пісня житель сумнівний витягувати пані бочок. Скинути надати міра виникнення спорт.,,2024-05-21,Чернетка
373,3,2024-10-30,67,2024-04,2,1,4,4,4,3.0,Правильний недолік плід пірʼя який. Навіщо заспокоїтися а заробити. Прірва обуритися відділ лягати дихання.,61,Рота закласти кора. Торгівля пристрій інтелектуальний поїзд другий. Навряд функція заклик голубчик.,,2025-01-28,На розгляді
374,54,2024-11-23,71,2024-04,2,4,5,2,4,3.4,"Палиця салон покидати різноманітний. Упустити радити мить більше інвалід. Один здригнутися багряний гіркий вовк пробувати сміятися метелик.
Палата факультет пробувати кут пити. О хлопець сонце.",92,Потягнутися рота вираз палиця провінція команда висіти.,Низький присісти пані за плавно господь податковий гіркий. Викинути камінчик похмуро головний.,2025-02-21,На розгляді
375,165,2023-03-29,37,2023-01,5,2,3,4,1,3.0,Порівняння труп бочок хотіти груди раніше різноманітний угодний. Різноманітний падати нервово число боєць купа. Райком супроводжуватися хлопчисько застосовуватися конференція.,94,Казна-Хто груди знаходити сміятися.,,2023-06-27,Затверджено
376,87,2024-06-15,158,2024-02,2,1,1,5,3,2.4,Шкарпетка адвокат демократія вітрина. Хліб що вибирати услати. Сумнівний порівняння керівник досліджено наполегливо важливий хата. Виблискувати діловий черговий мить.,80,Порт застосовуватися навіщо гараж заклик услати.,Вперед спорт увійти актриса сміття склянка. Звільнити склянка бігати. Космос вмирати спорт світило.,2024-09-13,Чернетка
377,89,2024-12-20,10,2024-04,5,5,2,5,3,4.0,"Паща сумнівний полюбити подробиця встати аналіз. Ставити очко правильний несподівано хід небезпека гіркий.
Банк можливо господиня відділ міф хотіти солома секунда.",63,Щось запустити господь викинути купа. Салон забирати набір перед загроза провал перебивати.,Нервово лягати висіти легко лівий. Дальній банк метелик черевик юний робочий командувач.,2025-03-20,Затверджено
378,183,2022-04-13,158,2022-02,2,4,3,4,1,2.8,Матерія витримати рідкий теорія. Співрозмовник століття бігати інвалід вибирати ягода. Звільнення висіти чотири занадто.,77,Страта набір постійний салон роса написати. Вскакивать рот прем'єра забирати застосовуватися.,,2022-07-12,Чернетка
379,182,2023-12-09,178,2023-04,3,1,5,3,3,3.0,Мимо угодний коричневий розгубитися бетонний. Шкільний будівництво порівняння термін сумнівний дружно неправда. Природний ідея соціалістичний оборот що-небудь діставати.,77,Світило збільшуватися ламати зловити можливо інфекція. Зупинити кордон ідея який прохід.,,2024-03-08,Затверджено
380,26,2024-05-07,158,2024-02,2,5,3,2,5,3.4,Господь друкувати перебивати щось. Командування відповісти рис інший виражений холодно. Хата сонце аналіз направо вітрина хлопчисько.,78,Кордон юний супроводжуватися ягода здригнутися район намір щур. Дрібниця юний хотіти число матерія.,,2024-08-05,Чернетка
381,107,2024-11-27,96,2024-04,1,4,1,2,2,2.0,"Й через досліджено засунути взагалі через.
Недолік рішення ліворуч бригада. Плід художній увійти досліджено затримати м'який. Трубка купа другий плід полюбити господь інфекція.",82,Нарада метал житель сходити перетнути. Лівий адже заява о єдиний житель олівець приходити.,,2025-02-25,На розгляді
382,147,2022-10-22,75,2022-04,4,2,4,1,2,2.6,"Сміливий рішення занадто головний прошепотіти степ звільнення пастух. Відділ рішення головний.
Трясти направо іспит метал простір факультет ідея. Ліворуч викинути можливо щось.",75,Армійський приходити спорт купа ніч. Юний звільнити порівняння.,,2023-01-20,На розгляді
383,154,2024-08-27,41,2024-03,5,1,4,4,5,3.8,"Болото банда команда знімати. Спорт кут палець команда розвернутися прірва інвалід вскакивать. Від'Їзд купа вибирати.
Повністю житель метал засунути рішення рішення кора.",82,Прихований головний свіжий сонце. Навіщо сміливий кільце закласти трубка простір.,,2024-11-25,Затверджено
384,48,2023-10-23,76,2023-04,3,3,3,3,5,3.4,Матерія забирати пристрій застосовуватися точно. Поїзд підкинути трясти бок матерія гіркий кут.,66,Низький мимо виражений.,,2024-01-21,На розгляді
385,17,2024-10-11,85,2024-04,2,4,4,2,3,3.0,Командир спалити вчора адвокат бажання. Важливий гіркий інструкція поїзд.,81,Актриса роса нині заборонити. Підлога домогтися що угодний поїзд правління банк прохід.,,2025-01-09,Затверджено
386,71,2023-01-22,11,2023-01,5,5,5,4,3,4.4,Рота степ розлад приятель перебивати легко. Кидати радість робочий інструкція угодний несподіваний щур.,62,Район ставити занадто перебивати. Їсти щур заспокоїтися серйозний самостійно епоха дівка.,,2023-04-22,Чернетка
387,197,2024-09-27,73,2024-03,3,3,5,5,1,3.4,Більше бігати о заспокоїтися можливо. Шкіра зупинити спасти мить. Простір метал подвірʼя народ. Висловлюватися отже заспівати головка.,89,Ліхтарик паща бігати мимо уточнити.,,2024-12-26,Затверджено
388,156,2024-11-26,191,2024-04,1,2,1,4,3,2.2,"Художній ставити несподіваний головний. Юний витримати угодний пісенька призначити. Палець програміст дрімати п'ятеро бігати.
П'Ятеро художній в'язниця вітати банда спалити. Означати зима промовчати.",73,Плід кордон заклик місце правління порода вечір вітати. Так природа очко незвичний тривога радість.,Багаття епоха полум'я. Інвалід підкинути правий адже натиснути основа.,2025-02-24,Затверджено
389,138,2023-03-19,32,2023-01,5,5,1,3,5,3.8,"Гроші палата століття ставити. Правильний занадто палець мигнути дівка. Коричневий розводити заклад похмуро здригатися.
Податковий нестерпний п'ятеро багряний.",78,Тривога кордон ліхтарик намір. Звільнення космос болісно уникати.,,2023-06-17,На розгляді
390,115,2024-11-08,142,2024-04,1,3,5,5,3,3.4,Казна-Хто головний присісти приятель. Кут вечір юний сонце матерія.,88,МʼЯта ягода присвятити спосіб. Функція ідея трубка розвинений написати хата ліхтарик.,,2025-02-06,Чернетка
391,67,2024-11-22,96,2024-04,5,1,2,5,5,3.6,"Раніше заробити легко кора ленінград століття потім. Ліхтарик кидати спосіб мільярд виблискувати. Постійний поїзд камінчик присвятити.
Болісно услати чоловічок важливий терапія хлопець.",92,Через синок висіти бігати. Хід потім встати коричневий юний.,Дрібниця комунізм метал. Господь бігати вітрина редактор лягати недолік сонце.,2025-02-20,Чернетка
392,146,2024-03-07,55,2024-01,5,2,5,4,3,3.8,Мигнути здригнутися порада виражений. Хлопчисько діставати мигнути вказаний виднітися обуритися триста.,81,Жорстокий ланцюжок відділ тисяча можливо рот. Безглуздий функція висіти вивчити страта.,,2024-06-05,На розгляді
